codice,nome,nome_en,pattern,gruppo_target,attrezzo,luogo,muscoli,livello,uso,zone_rischio,adattamento,alternativa,setup,esecuzione,errori,nota_sicurezza,surrogato_attrezzo,nota_surrogato,esecuzione_surrogato,errori_surrogato,gif_slug
EX034,Piegamenti a V,Pike push up floor,spinta verticale,petto,corpo libero,casa;libero;palestra,deltoidi;tricipiti;pettorale alto,principiante;intermedio;avanzato,principale,spalle;polsi,Se polsi sensibili usa parallette o pugno chiuso. ROM ridotto se necessario,EX006,"A terra in posizione di V rovesciata (mani a larghezza spalle, glutei in alto, gambe semitese, testa che guarda i piedi)","Flessione gomiti portando la corona della testa verso il pavimento;Spinta decisa al ritorno alla V;Mantieni la V durante tutto il movimento;Inspira e tieni il core in tensione, espira spingendo; non trattenere a lungo",Gomiti che si aprono troppo lateralmente;Bacino che si abbassa (la V si perde);Estendere il collo invece di flettere le braccia,Spalle: se il movimento causa fastidio alla cuffia dei rotatori riduci ROM o passa a EX007,,,,,piegamenti-a-v
EX035,Single-leg glute bridge,,dominante anca,glutei,corpo libero,casa;libero;palestra,glutei;ischiocrurali;core,principiante;intermedio;avanzato,principale,lombare,Se lombare sensibile mantieni l'altra gamba piegata a terra invece che sollevata,EX019,"Supino, una pianta del piede a terra (gamba di lavoro), altra gamba sollevata distesa o piegata al petto, braccia lungo i fianchi","Spinta del bacino verso l'alto fino ad allineare ginocchio-anca-spalla;Pausa breve in massima contrazione del gluteo;Discesa controllata senza appoggiare del tutto 2-3 sec;Espira nello sforzo, inspira nel ritorno",Iperestensione lombare in fase di salita;Bacino che si inclina lateralmente;Movimento veloce con slancio,Lombare: la spinta finisce con bacino in linea NON in iperestensione,,,,,
EX036,Bird dog,,core,core anti-rotazione,corpo libero,casa;libero;palestra,core;lombari;glutei;deltoide posteriore,principiante;intermedio;avanzato,principale,lombare,Se lombare sensibile ROM ridotto (estensione parziale di braccio e gamba),EX021,"A quattro zampe (mani sotto le spalle, ginocchia sotto le anche), schiena neutra, core attivo","Estendi braccio e gamba opposti fino a formare una linea;Pausa breve in massima estensione;Ritorno controllato, alterna lato;Respira normalmente, non bloccare il fiato",Schiena che si inarca durante l'estensione;Anche che ruotano apertamente;Movimento veloce senza controllo,Anti-estensione: la colonna deve restare neutra durante tutto il movimento,,,,,
EX037,Plank laterale avambraccio,Side Plank,core,core anti-rotazione,corpo libero,casa;libero;palestra,obliqui;core;deltoidi;glutei,principiante;intermedio;avanzato,principale,spalle,Regressione: appoggia anche il ginocchio inferiore (side plank dal ginocchio),EX021,"Sdraiato su un fianco, avambraccio a terra perpendicolare al busto (gomito sotto la spalla), gambe distese una sopra l'altra","Solleva il bacino fino ad allineare caviglia-anca-spalla;Tenuta isometrica, busto in linea senza rotazioni;Respira normalmente, non bloccare il fiato",Bacino che si abbassa (perdita allineamento);Spalla che si scrolla verso l'orecchio;Anche ruotate,Spalla: se senti fastidio all'articolazione gleno-omerale riduci il tempo di tenuta o passa alla versione dal ginocchio,,,,,plank-laterale-avambraccio
EX038,Affondo camminato,Walking lunge,dominante ginocchia,quadricipiti,corpo libero,casa;libero;palestra,quadricipiti;glutei;ischiocrurali;core,principiante;intermedio;avanzato,principale,ginocchia;lombare,Ginocchia sensibili: ROM ridotto (mezzo affondo) o passa a EX039 affondo posteriore,EX015,"In piedi, busto eretto, braccia lungo i fianchi o sui fianchi","Passo lungo in avanti;Discesa controllata fino a ginocchio posteriore vicino al pavimento (no impatto);Spinta per portare il piede posteriore al successivo affondo, cammino continuo;Inspira e tieni il core in tensione, espira spingendo; non trattenere a lungo",Ginocchio anteriore che cede verso l'interno (valgismo);Busto inclinato troppo in avanti;Passo troppo corto (carico eccessivo sul ginocchio anteriore),Ginocchia: passo lungo e controllo del ginocchio anteriore in linea col piede,,,,,
EX039,Affondo indietro manubri,Reverse lunge,dominante ginocchia,quadricipiti,corpo libero;manubri,casa;libero;palestra,quadricipiti;glutei;ischiocrurali,principiante;intermedio;avanzato,principale,ginocchia;lombare,ROM ridotto se ginocchia sensibili,EX015,"In piedi, busto eretto, mani sui fianchi o lungo il corpo","Passo lungo all'indietro;Discesa controllata fino a ginocchio posteriore vicino al pavimento;Spinta della gamba anteriore per tornare su, alterna",Busto inclinato troppo in avanti;Ginocchio anteriore che supera la punta del piede;Discesa veloce con impatto,Variante piu' sicura dell'affondo frontale per chi ha ginocchia sensibili,elastico,"Elastico calpestato con il piede anteriore, un capo per mano portato all'altezza delle spalle","In piedi con un piede sull'elastico, maniglie alle spalle;Fai un passo indietro scendendo con il ginocchio posteriore verso il basso;Busto eretto, peso sulla gamba anteriore;Risali spingendo dal tallone anteriore",Busto che si inclina in avanti;Ginocchio anteriore che collassa verso l'interno;Passo indietro troppo corto;Elastico troppo lasco a inizio movimento: si perde tensione nella parte bassa,affondo-indietro-manubri
EX040,Squat wall sit,,dominante ginocchia,quadricipiti,corpo libero,casa;libero;palestra,quadricipiti;glutei,principiante;intermedio;avanzato,principale,ginocchia,Discesa parziale se ginocchia sensibili (no 90 gradi),EX013,"Schiena appoggiata al muro, piedi a larghezza spalle a circa 50 cm dal muro","Scendi piegando le ginocchia fino a cosce parallele (90 gradi);Tenuta isometrica, schiena aderente al muro;Respira normalmente, non bloccare il fiato",Ginocchia che superano le punte dei piedi;Ginocchia in valgismo (cedono dentro);Schiena che si stacca dal muro,Ginocchia: non superare i 90 gradi se senti fastidio. La versione parziale (60 gradi) è ugualmente efficace,,,,,squat-wall-sit
EX041,Step-up alto su panca,,dominante ginocchia,quadricipiti,panca,casa;palestra,quadricipiti;glutei;ischiocrurali,principiante;intermedio;avanzato,principale,ginocchia,Altezza panca regolata in base a mobilita anca/ginocchio (piu bassa per principianti),EX033,"In piedi davanti alla panca (altezza che porta il ginocchio a circa 90 gradi quando il piede e sopra), braccia rilassate","Sali sulla panca spingendo con la gamba di sopra;Estensione completa di anca e ginocchio in cima;Discesa controllata appoggiando prima la punta, alterna;Inspira e tieni il core in tensione, espira spingendo; non trattenere a lungo",Spinta con la gamba a terra (cheating);Ginocchio in valgismo;Salto in cima invece di estensione controllata,Variante PIU' INTENSA di EX033 (panca = altezza maggiore = maggior carico sul quadricipite),,,,,
EX042,Plank rollout fitball,,core,core anti-estensione,fitball,casa;palestra,core;lombari;deltoidi;trapezio,intermedio;avanzato,principale,lombare;spalle,Regressione: plank classico a terra (EX021) finche non hai stabilita sufficiente,EX021,"Avambracci appoggiati sulla fitball (gomiti sotto le spalle), gambe distese in plank, piedi a terra","Mantieni il plank con corpo allineato (caviglie-anche-spalle);Tenuta isometrica controllando le micro-oscillazioni della fitball;Respira normalmente, non bloccare il fiato",Bacino che si abbassa;Spalle che si scrollano;Schiena inarcata,Versione PIU' DIFFICILE del plank classico (instabilita fitball richiede maggior reclutamento del core),,,,,plank-rollout-fitball
EX043,Leg curl su fitball (hamstring curl supino),,isolamento,ischiocrurali,fitball,casa;palestra,ischiocrurali;glutei;core,intermedio;avanzato,principale,lombare,Tieni bacino piu basso se lombare sensibile,EX019,"Supino, talloni appoggiati sulla fitball, gambe distese, braccia lungo i fianchi a stabilizzare","Solleva il bacino formando un ponte;Fletti le ginocchia portando la fitball verso i glutei, bacino alto;Estendi controllato tornando in posizione, bacino sempre alto;Espira nello sforzo, inspira nel ritorno",Bacino che cade durante la flessione (esercizio inutile);Movimento veloce con perdita di controllo della fitball;Inarcare la schiena,Lombare: il bacino resta allineato durante tutto il movimento NON spingere troppo in alto,,,,,
EX044,Hip thrust su fitball,,dominante anca,glutei,fitball,casa;palestra,glutei;ischiocrurali;core,intermedio;avanzato,principale,lombare,Regressione: ponte glutei a terra (EX019) finche non hai stabilita sufficiente,EX019,"Spalle appoggiate sulla fitball, piedi a terra a larghezza anche, ginocchia piegate a 90 gradi, braccia in croce o lungo i fianchi a stabilizzare","Spinta del bacino verso l'alto fino ad allineare ginocchio-anca-spalla;Pausa breve in massima contrazione gluteo;Discesa controllata 2-3 sec;Espira nello sforzo, inspira nel ritorno",Iperestensione lombare in alto;Bacino che oscilla lateralmente per instabilita fitball;Piedi che scivolano,Lombare: la spinta finisce in linea NON in iperestensione,,,,,
EX045,Squat wall fitball,Bodyweight wall squat with swiss ball,dominante ginocchia,quadricipiti,fitball,casa;palestra,quadricipiti;glutei;core,principiante,principale;recupero,ginocchia,Fitball tra schiena e parete; scendi fin dove controlli,EX013,"In piedi con la fitball tra la zona lombare e la parete, piedi leggermente avanti a larghezza spalle, braccia al petto",Scendi facendo rotolare la palla lungo la parete fino a cosce parallele;Spingi dai talloni per risalire;Espira nella risalita,Ginocchia oltre le punte in modo eccessivo;Talloni sollevati;Schiena staccata dalla palla,Ginocchia allineate ai piedi; schiena a contatto con la palla,,,,,squat-wall-fitball
EX046,Stir the pot (anti-rotazione su fitball),,core,core anti-rotazione,fitball,casa;palestra,core;obliqui;lombari;deltoidi,intermedio;avanzato,principale,lombare;spalle,Regressione: plank classico (EX021) o plank fitball statico (EX042) prima di provare lo stir,EX042,"Avambracci appoggiati sulla fitball (gomiti sotto le spalle), gambe distese in plank, piedi a terra","In plank rigido disegna piccoli cerchi con gli avambracci sulla fitball;Cerchi in senso orario poi antiorario, busto fermo;Respira normalmente, non bloccare il fiato",Bacino che ruota o oscilla;Schiena che si inarca;Cerchi troppo ampi (perdita controllo),Anti-rotazione: il busto NON deve ruotare e questo e il punto dell'esercizio,,,,,
EX047,Squat bulgaro corpo libero,,dominante ginocchia,quadricipiti,panca,casa;palestra,quadricipiti;glutei;ischiocrurali,intermedio,principale,ginocchia;lombare,Piede posteriore su panca; una gamba per volta; busto leggermente avanti,EX269,"In piedi, piede posteriore appoggiato su una panca dietro, gamba anteriore avanti, busto eretto o leggermente inclinato",Scendi piegando la gamba anteriore fino a coscia parallela;Spingi dal tallone anteriore per risalire;Ripeti tutte le ripetizioni poi cambia gamba,Ginocchio anteriore che cede all'interno;Busto troppo in avanti;Peso sulla punta del piede anteriore,Ginocchio anteriore allineato al piede; peso sul tallone,,,,,squat-bulgaro-corpo-libero
EX048,Jumping jack low-impact,,cardio_metabolico,,corpo libero,casa;libero;palestra,full body;spalle;polpacci;core,principiante;intermedio;avanzato,finisher,caviglie;ginocchia,caviglie/ginocchia: versione low-impact alternando un piede per volta invece di saltare; atterraggio sempre morbido sulle punte,EX049,"In piedi, braccia lungo i fianchi, piedi uniti, spalle rilassate","Apri il piede destro lateralmente alzando le braccia;Riporta piede e braccia, alterna col sinistro;Ritmo veloce continuo;Respiro ritmico e continuo",Atterraggio pesante sui piedi;Spalle che si scrollano alle orecchie;Movimento troppo piccolo (braccia/gambe non si aprono),"Versione low-impact: nessun salto, un piede alla volta. Adatta a chi ha problemi alle articolazioni inferiori",,,,,
EX049,Skip ginocchia alte,,cardio_metabolico,,corpo libero,casa;libero;palestra,quadricipiti;flessori anca;core;polpacci,principiante;intermedio;avanzato,finisher,ginocchia,"ginocchia: marcia lenta invece di corsa, riduzione dell'alzata del ginocchio al range comodo",EX053,"In piedi, busto eretto, mani all'altezza dell'ombelico (pronate, palmi giù)",Alza il ginocchio destro verso la mano destra;Appoggia e alza il sinistro verso la mano sinistra;Ritmo veloce ma controllato (marcia non corsa);Respiro ritmico e continuo,Curvare la schiena in avanti;Atterrare pesante sui talloni;Braccia che oscillano scomposte,Versione a marcia: impatto quasi nullo. Mantieni busto eretto per non sovraccaricare i flessori dell'anca,,,,,skip-ginocchia-alte
EX050,Skater laterale senza salto,,cardio_metabolico,,corpo libero,casa;libero;palestra,glutei;quadricipiti;adduttori;core,principiante;intermedio;avanzato,finisher,ginocchia;caviglie,ginocchia/caviglie: passi più corti e ritmo più lento; rimani sempre in posizione eretta senza accovacciarti troppo,EX115,"In piedi, leggermente piegato sulle ginocchia (mini-squat), braccia rilassate","Sposta lateralmente il piede destro a passo ampio, il sinistro segue a croce dietro;Inverti direzione, alterna ritmicamente come uno skater;Respiro ritmico e continuo",Ginocchia che cedono verso l'interno (valgismo);Busto troppo eretto (perdi il carico glutei);Passi troppo corti (esercizio inutile),Ginocchia in linea con i piedi durante tutto il movimento laterale: controllo del valgismo obbligatorio,,,,,
EX051,Squat veloci a corpo libero,,cardio_metabolico,,corpo libero,casa;libero;palestra,quadricipiti;glutei;core,principiante;intermedio;avanzato,finisher,ginocchia;lombare,Ginocchia sensibili: ROM ridotto (mezzo squat veloce). Lombare: mantieni core attivo e schiena neutra durante tutta la sequenza,EX013,"In piedi, piedi a larghezza spalle, punte leggermente aperte, braccia in avanti per bilanciamento","Scendi in squat fino a cosce parallele (o ROM disponibile);Risali con decisione senza saltare, piedi a terra;Ritmo continuo per tutto il round;Respiro ritmico e continuo",Ginocchia in valgismo (cedono all'interno);Talloni che si sollevano;Schiena che si curva nella discesa;Velocità a scapito della tecnica,Versione no-jump per protezione ginocchia. Il ritmo non deve compromettere la tecnica,,,,,
EX052,Affondi alternati a ritmo,,cardio_metabolico,,corpo libero,casa;libero;palestra,quadricipiti;glutei;ischiocrurali,principiante;intermedio;avanzato,finisher,ginocchia,Versione statica (sul posto): alterna gamba senza camminare in avanti. Riduci ritmo se ginocchia sensibili,EX039,"In piedi, busto eretto, mani sui fianchi",Passo posteriore in affondo (ginocchio vicino a terra senza toccarlo);Risali spingendo col tallone anteriore e riporta il piede;Alterna a ritmo veloce ma controllato;Respiro ritmico e continuo,Ginocchio anteriore che supera la punta del piede;Busto inclinato troppo in avanti;Atterrare pesante col ginocchio posteriore;Velocità eccessiva con perdita di tecnica,Ginocchia: controllo del ginocchio anteriore in linea col piede. Ritmo non a scapito della tecnica,,,,,
EX053,Boxe pugni alternati,,cardio_metabolico,,corpo libero,casa;libero;palestra,spalle;braccia;core;dorso,principiante;intermedio;avanzato,finisher,spalle;gomiti,spalle/gomiti: no hyper-extension del gomito a fine colpo; range ridotto se fastidio alla spalla,EX116,"In piedi, postura boxing (piede sinistro leggermente avanti, peso equamente distribuito), mani protezione viso (pugni all'altezza degli zigomi)",Pugni alternati sinistro-destro in avanti a ritmo veloce;Guardia alta tra un colpo e l'altro;Aggiungi torsione del busto per coinvolgere il core;Respiro ritmico e continuo,Spalle alte sulle orecchie;Bloccare gomito a fine colpo (no hyperextension);Movimento solo di braccio (no torsione busto = perdi il core);Postura statica,Zero impatto articolare: ottimo per chi ha ginocchia/lombare sensibili. Coinvolge braccia + core con torsione,,,,,boxe-pugni-alternati
